,wine_index,redwine,red_wineries,red_regions,red_countries,red_avg_wine_ratings,red_avg_price,vintage_year
8662,8662,Velvet Red,St. James,Missouri,United States,4.1,6.98,
8663,8663,Terra di Lavoro 2012,Galardi,Campania,Italy,4.1,48.96,2012.0
8664,8664,Margaux Grand Cru Class\xe9 1989,Ch\xe2teau Rauzan-S\xe9gla (Rausan-S\xe9gla),Margaux,France,4.1,168.99,1989.0
8665,8665,Napa Valley Cabernet Sauvignon 2014,Vindicated,Napa Valley,United States,4.0,17.97,2014.0
8666,8666,Mercurey Premier Cru Clos Tonnerre 2008,Michel Juillot,Mercurey,France,4.1,179.99,2008.0
8667,8667,North Coast Cabernet Franc 2012,Lang & Reed,St. Helena,United States,4.1,24.98,2012.0
8668,8668,Belloni Vineyard Zinfandel 2013,Ravenswood Winery,Sonoma County,United States,4.1,35.96,2013.0
8669,8669,"[u""'Cuvee Le Fer' Saint-\xc9milion Grand Cru 2012""]",Ch\xe2teau Cheval Noir,Saint-\xc9milion,France,4.1,49.34,2012.0
8670,8670,"[u""Torre Aratusa Nero d'Avola - Syrah 2014""]",Montemajor,Puglia,Italy,4.1,11.98,2014.0
8671,8671,Graciano Dominio De Valdepusa 2010,Marqu\xe9s de Gri\xf1\xf3n,Dominio de Valdepusa,Spain,4.1,43.06,2010.0
8672,8672,Ch\xe2teauneuf du Pape Les C\xe9dres Rouge 2006,Paul Jaboulet A\xeen\xe9,Vall\xe9e du Rh\xf4ne,France,4.1,42.24,2006.0
8673,8673,Charmes-Chambertin Grand Cru 2006,Nicolas Potel,Nuits-Saint-Georges,France,4.1,117.47,2006.0
8674,8674,"[u""Armujan d'Alba Superiore Barbera 2011""]",Ruggeri Corsini,Piemonte,Italy,4.1,24.96,2011.0
8675,8675,Pessimist Red Blend,Daou,California,United States,4.0,29.97,
8676,8676,Messorio 2003,Le Macchiole,Toscana,Italy,4.1,179.97,2003.0
8677,8677,Barolo Pisapola 2011,Ascheri,Piemonte,Italy,4.1,39.98,2011.0
8678,8678,La Reine Des Bois Ch\xe2teauneuf-du-Pape 2012,Domaine de la Mordoree,Ch\xe2teauneuf-du-Pape,France,4.1,79.99,2012.0
8679,8679,Pauillac 1969,Ch\xe2teau Mouton Rothschild,Pauillac,France,4.1,1887.88,1969.0
8680,8680,Brunello di Montalcino 2010,Palazzo,Toscana,Italy,4.1,64.98,2010.0
8681,8681,Prestige Madiran 2002,Ch\xe2teau Montus,Madiran,France,4.1,76.48,2002.0
8682,8682,Pinotage Middelpos 2013,Pieter Cruythoff,Swartland,South Africa,4.1,24.98,2013.0
8683,8683,Gevrey-Chambertin 2010,Chanson,C\xf4te de Beaune,France,4.1,49.07,2010.0
8684,8684,Montinore Reserve Pinot Noir 2013,Montinore Estate,Oregon,United States,4.0,25.85,2013.0
8685,8685,Rosso Faye Dolomiti 2009,Pojer e Sandri,Trentino,Italy,4.1,49.98,2009.0
8686,8686,Pauillac Grand Vin Grand Cru Class\xe9 1992,Ch\xe2teau Lynch-Bages,Pauillac,France,4.1,143.77,1992.0
8687,8687,Chakalaka,Spice Route,Paarl,South Africa,3.9,18.98,
8688,8688,Arcangelo Primitivo 2012,Palama,Puglia,Italy,4.1,15.13,2012.0
8689,8689,Anderson Valley Pinot Noir 2012,Handley,Mendocino County,United States,4.1,28.83,2012.0
8690,8690,Belloni Vineyard Zinfandel 2011,Ravenswood Winery,Sonoma County,United States,4.1,34.38,2011.0
8691,8691,Campo di Marzo Brunello di Montalcino 2010,Il Valentiano,Toscana,Italy,4.2,49.98,2010.0
8692,8692,Endre 2010,Kapcsandy,Yountville,United States,4.1,74.99,2010.0
8693,8693,Cartoixa Priorat 2009,Scala Dei,Priorat,Spain,4.1,42.98,2009.0
8694,8694,Merlot,Seven Falls,Washington,United States,3.9,14.98,
8695,8695,Vigneto di Campolungo Chianti Classico Riserva 2010,Lamole di Lamole,Toscana,Italy,4.1,42.05,2010.0
8696,8696,Merlot 2011,Meinert,Stellenbosch,South Africa,4.1,13.18,2011.0
8697,8697,Pinot Noir Jensen Vineyard 2010,Calera,Central Coast,United States,4.1,89.98,2010.0
8698,8698,Vino Nobile di Montepulciano 2011,S Anna,Toscana,Italy,4.1,33.98,2011.0
8699,8699,Rioja Selecci\xf3n Especial (Reserva) 2012,Bodegas Muga,Rioja,Spain,4.1,25.45,2012.0
8700,8700,Hermitage Monier de la Sizeranne 2006,M. Chapoutier,Vall\xe9e du Rh\xf4ne,France,4.1,104.97,2006.0
8701,8701,Inkblot Petit Verdot 2013,Michael David,California,United States,4.0,35.38,2013.0
8702,8702,"[u""Barbera D'Alba Piani 2008""]",Pelissero,Piemonte,Italy,4.1,27.49,2008.0
8703,8703,Shiraz - Pinotage Western Cape 2014,Grillhouse,Western Cape,South Africa,4.1,13.98,2014.0
8704,8704,Brunello di Montalcino 2003,Salvioni,Toscana,Italy,4.1,220.84,2003.0
8705,8705,Gigondas Cuv\xe9e Vieilles Vigne 2013,Domaine du Grand Montmirail,Southern Rh\xf4ne,France,4.1,37.39,2013.0
8706,8706,Brunello di Montalcino 2006,Agostina Pieri,Chianti,Italy,4.1,39.97,2006.0
8707,8707,Giorgio Primo 2012,La Massa,Toscana,Italy,4.1,89.98,2012.0
8708,8708,"[u""Vigne de l'Enfant J\xe9sus Beaune Gr\xe8ves 2002""]",Bouchard P\xe8re & Fils,Bourgogne,France,4.1,174.89,2002.0
8709,8709,Lagone 2014,Aia Vecchia,Bolgheri,Italy,4.1,15.17,2014.0
8710,8710,Arabesque Vacqueyras 2013,Montvac,Southern Rh\xf4ne,France,4.1,14.97,2013.0
8711,8711,Cabernet Franc 2013,Lieu Dit,Central Coast,United States,4.1,29.96,2013.0
8712,8712,Lambrusco Mantovano,Molo 8,Lombardia,Italy,4.1,11.72,
8713,8713,The Factor 2012,Torbreck,South Australia,Australia,4.1,99.98,2012.0
8714,8714,Oregon Pinot Noir 2013,Sineann,Willamette Valley,United States,4.1,31.98,2013.0
8715,8715,Campo di Marzo Brunello di Montalcino 2010,Il Valentiano,Toscana,Italy,4.2,49.98,2010.0
8716,8716,Endre 2010,Kapcsandy,Yountville,United States,4.1,74.99,2010.0
8717,8717,Cartoixa Priorat 2009,Scala Dei,Priorat,Spain,4.1,42.98,2009.0
8718,8718,Merlot,Seven Falls,Washington,United States,3.9,14.98,
8719,8719,Vigneto di Campolungo Chianti Classico Riserva 2010,Lamole di Lamole,Toscana,Italy,4.1,42.05,2010.0
8720,8720,Merlot 2011,Meinert,Stellenbosch,South Africa,4.1,13.18,2011.0
8721,8721,Pinot Noir Jensen Vineyard 2010,Calera,Central Coast,United States,4.1,89.98,2010.0
8722,8722,Vino Nobile di Montepulciano 2011,S Anna,Toscana,Italy,4.1,33.98,2011.0
8723,8723,Rioja Selecci\xf3n Especial (Reserva) 2012,Bodegas Muga,Rioja,Spain,4.1,25.45,2012.0
8724,8724,Hermitage Monier de la Sizeranne 2006,M. Chapoutier,Vall\xe9e du Rh\xf4ne,France,4.1,104.97,2006.0
8725,8725,Inkblot Petit Verdot 2013,Michael David,California,United States,4.0,35.38,2013.0
8726,8726,"[u""Barbera D'Alba Piani 2008""]",Pelissero,Piemonte,Italy,4.1,27.49,2008.0
8727,8727,Shiraz - Pinotage Western Cape 2014,Grillhouse,Western Cape,South Africa,4.1,13.98,2014.0
8728,8728,Brunello di Montalcino 2003,Salvioni,Toscana,Italy,4.1,220.84,2003.0
8729,8729,Gigondas Cuv\xe9e Vieilles Vigne 2013,Domaine du Grand Montmirail,Southern Rh\xf4ne,France,4.1,37.39,2013.0
8730,8730,Brunello di Montalcino 2006,Agostina Pieri,Chianti,Italy,4.1,39.97,2006.0
8731,8731,Giorgio Primo 2012,La Massa,Toscana,Italy,4.1,89.98,2012.0
8732,8732,"[u""Vigne de l'Enfant J\xe9sus Beaune Gr\xe8ves 2002""]",Bouchard P\xe8re & Fils,Bourgogne,France,4.1,174.89,2002.0
8733,8733,Lagone 2014,Aia Vecchia,Bolgheri,Italy,4.1,15.17,2014.0
8734,8734,Arabesque Vacqueyras 2013,Montvac,Southern Rh\xf4ne,France,4.1,14.97,2013.0
8735,8735,Cabernet Franc 2013,Lieu Dit,Central Coast,United States,4.1,29.96,2013.0
8736,8736,Lambrusco Mantovano,Molo 8,Lombardia,Italy,4.1,11.72,
8737,8737,The Factor 2012,Torbreck,South Australia,Australia,4.1,99.98,2012.0
8738,8738,Oregon Pinot Noir 2013,Sineann,Willamette Valley,United States,4.1,31.98,2013.0
8739,8739,Lytton Springs 2005,Ridge Vineyards,California,United States,4.1,67.99,2005.0
8740,8740,Paarl Red (Oro),Black Pearl,Paarl,South Africa,4.0,17.33,
8741,8741,Villages Cuv\xe9e Pinot Noir 2014,St. Innocent,Willamette Valley,United States,4.1,25.99,2014.0
8742,8742,Saint-\xc9milion Grand Cru 2005,Ch\xe2teau Moulin Saint-Georges,Saint-\xc9milion,France,4.2,59.93,2005.0
8743,8743,Barolo Riserva Bricco Boschis Vigna San Giuseppe 2009,Cavallotto,Piemonte,Italy,4.1,100.0,2009.0
8744,8744,Zinfandel 2014,Decoy,Sonoma County,United States,4.0,21.83,2014.0
8745,8745,Pirate Treasured 2012,La Sirena,Calistoga,United States,4.1,64.94,2012.0
8746,8746,C\xf4tes du Rh\xf4ne Villages Rasteau 2010,Gourt de Mautens,C\xf4tes du Rh\xf4ne Villages Rasteau,France,4.1,67.48,2010.0
8747,8747,Cott\xe1 Barbaresco 2011,Sottimano,Piemonte,Italy,4.1,57.96,2011.0
8748,8748,Zinfandel James Gang Reserve 2009,Tobin James Cellars,Central Coast,United States,4.1,44.99,2009.0
8749,8749,Hugonis 2010,Tenuta Rapitala,Terre Siciliane,Italy,4.1,37.87,2010.0
8750,8750,Cresasso Corvina Veronese 2005,Zenato,Veneto,Italy,4.1,59.95,2005.0
8751,8751,Brunello di Montalcino 2010,Carpineto,Toscana,Italy,4.1,46.92,2010.0
8752,8752,Il Messia Marche Rosso 2009,Domodimonti,Marche,Italy,4.1,30.58,2009.0
8753,8753,Do\xf1a Margarita Vineyard Mas Cavalls Pinot Noir 2013,Marimar Estate,Sonoma County,United States,4.1,43.49,2013.0
8754,8754,Single Vineyard Carmen\xe9r\xe8 2010,Errazuriz,Valle de Aconcagua,Chile,4.1,19.99,2010.0
8755,8755,Cabernet Sauvignon,B Side,California,United States,3.9,24.98,
8756,8756,Brunello di Montalcino Vigna Loreto 2011,Mastrojanni,Toscana,Italy,4.2,99.98,2011.0
8757,8757,Pinot Noir Jessie Vineyard 2013,Cristom,Willamette Valley,United States,4.1,51.98,2013.0
8758,8758,P\xe9re De Famille Columbia Valley Cabernet Sauvignon 2011,Betz Family,Puget Sound,United States,4.1,74.99,2011.0
8759,8759,La Brisa Sonoma County Pinot Noir 2014,Walt,Sonoma County,United States,4.1,38.96,2014.0
8760,8760,Lyndenhurst Cabernet Sauvignon 2012,Spottswoode,St. Helena,United States,4.1,74.99,2012.0
8761,8761,Reserve Pinot Noir,Stoller,Willamette Valley,United States,4.0,37.89,
8762,8762,Howell Mountain Zinfandel 2013,Outpost,Napa Valley,United States,4.1,49.93,2013.0
8763,8763,Gevrey-Chambertin 2013,Joseph Drouhin,Bourgogne,France,4.0,58.98,2013.0
8764,8764,Ch\xe2teauneuf-du-Pape Rouge 2013,Domaine Raymond Usseglio & Fils,Southern Rh\xf4ne,France,4.1,43.96,2013.0
8765,8765,Pomerol 1994,Ch\xe2teau Clinet,Pomerol,France,4.1,129.23,1994.0
8766,8766,Hallberg Vineyard Pinot Noir (Dijon Clones) 2013,Gary Farrell,Russian River Valley,United States,4.1,42.46,2013.0
8767,8767,Red 2012,House Of Cards,South West Australia,Australia,4.1,19.98,2012.0
8768,8768,"[u""The Count Founder's Red 2014""]",Buena Vista,California,United States,4.0,14.98,2014.0
8769,8769,Central Otago Pinot Noir 2011,Black Grape Society,Central Otago,New Zealand,4.1,29.94,2011.0
8770,8770,Hugonis 2009,Tenuta Rapitala,Terre Siciliane,Italy,4.1,83.63,2009.0
8771,8771,Amarone della Valpolicella Classico 2011,Lenotti,Bardolino Classico,Italy,4.1,44.49,2011.0
8772,8772,C\xf4te-R\xf4tie Madini\xe8re 2012,Yves Cuilleron,Vall\xe9e du Rh\xf4ne,France,4.1,44.99,2012.0
8773,8773,Cabernet Sauvignon Estate Vineyards 2014,Rust En Vrede,Stellenbosch,South Africa,4.1,22.41,2014.0
8774,8774,Barolo Ravera 2009,Marziano Abbona,Dolcetto di Dogliani,Italy,4.1,51.98,2009.0
8775,8775,Syrah Cornas Terres Br\xfbl\xe9es 2012,Jean-Luc Colombo,Vall\xe9e du Rh\xf4ne,France,4.1,55.98,2012.0
8776,8776,Les Fiefs de Lagrange Saint-Julien 1995,Ch\xe2teau Lagrange,Saint-Julien,France,4.1,56.33,1995.0
8777,8777,Three Pines Cabernet Sauvignon 2013,Stark-Cond\xe9,Stellenbosch,South Africa,4.1,34.96,2013.0
8778,8778,Moppa Shiraz 2013,Kalleske,Barossa Valley,Australia,4.1,35.98,2013.0
8779,8779,Walla Walla Valley Cabernet Sauvignon 2011,Doubleback,Columbia Valley,United States,4.1,109.48,2011.0
8780,8780,Hermitage Monier de la Sizeranne 2004,M. Chapoutier,Vall\xe9e du Rh\xf4ne,France,4.1,79.99,2004.0
8781,8781,Duel Cabernet Sauvignon - Shiraz 2009,Darioush,Napa Valley,United States,4.2,59.98,2009.0
8782,8782,Monticello Red 2012,Trump,Central Region,United States,4.1,28.48,2012.0
8783,8783,Nuthouse Pinot Noir 2011,Argyle,Willamette Valley,United States,4.1,56.08,2011.0
8784,8784,Cabernet Sauvignon Diamond Selection 2012,Rombauer Vineyards,St. Helena,United States,4.1,74.98,2012.0
8785,8785,Yardstick Ruths Reach Napa Valley Cabernet Sauvignon 2013,Yardstick,Napa Valley,United States,4.1,24.98,2013.0
8786,8786,4 Varietales Colecci\xf3n Rioja 2010,Dinastia Vivanco,Rioja,Spain,4.1,72.66,2010.0
8787,8787,Le Charmel Rhone Valley Syrah Grenache 2012,Le Charme,Loire,France,4.1,11.88,2012.0
8788,8788,Rubeo 2013,Penner-Ash,Willamette Valley,United States,4.1,21.46,2013.0
8789,8789,Volnay Santenots-Du-Milieu Premier Cru 2010,Domaine des Comtes Lafon,Meursault,France,4.1,139.48,2010.0
8790,8790,Pedestal Merlot 2011,Long Shadows,Columbia Valley,United States,4.1,69.94,2011.0
8791,8791,Chambolle-Musigny 2008,Domaine Comte Georges de Vog\xfc\xe9,C\xf4te de Nuits,France,4.1,147.74,2008.0
8792,8792,Hermitage 1998,Domaine Jean-Louis Chave,Northern Rh\xf4ne,France,4.1,350.54,1998.0
8793,8793,Finca la Blanquera 2006,Monteabellon,Castilla y Le\xf3n,Spain,4.1,85.99,2006.0
8794,8794,Vigorello 2011,San Felice,Toscana,Italy,4.1,49.48,2011.0
8795,8795,Rosso di Montalcino 2013,Azienda Agricola La Torre,Toscana,Italy,4.1,31.98,2013.0
8796,8796,Syrah Pago Gardu\xf1a 2012,Abadia Retuerta,Castilla y Le\xf3n,Spain,4.0,134.99,2012.0
8797,8797,Warner Shiraz 2006,Giaconda,North East Victoria,Australia,4.1,111.28,2006.0
8798,8798,Henry Block 24 Primitivo 2011,Hendry,Napa Valley,United States,4.1,36.99,2011.0
8799,8799,Synthesis Malbec 2013,Sophenia,Mendoza,Argentina,4.1,30.96,2013.0
8800,8800,Barolo Le Brunate 2010,Francesco Rinaldi,Langhe,Italy,4.1,62.48,2010.0
8801,8801,Saint Cosme Ch\xe2teauneuf-du-Pape 2012,Ch\xe2teau de Saint Cosme,Vall\xe9e du Rh\xf4ne,France,4.1,46.67,2012.0
8802,8802,Sancerre Rouge 2015,Pascal Jolivet,Sancerre,France,4.1,21.98,2015.0
8803,8803,Mas Borr\xe1s 2011,Torres,Pened\xe8s,Spain,4.1,39.95,2011.0
8804,8804,Napa Valley Cabernet Sauvignon 2013,Hollis,Napa Valley,United States,4.2,40.98,2013.0
8805,8805,Barbaresco 2011,La Ca Nova,Langhe,Italy,4.1,36.48,2011.0
8806,8806,Pirouette 2010,Long Shadows,Columbia Valley,United States,4.1,50.0,2010.0
8807,8807,Saint-\xc9milion Grand Cru Class\xe9 1995,Ch\xe2teau Larmande,Saint-\xc9milion,France,4.1,53.71,1995.0
8808,8808,Pinot Noir Sta. Rita Hills 2013,Siduri,California,United States,4.1,32.98,2013.0
8809,8809,ExcelsuS 1999,Banfi,Toscana,Italy,4.1,83.72,1999.0
8810,8810,Month\xe9lie Premier Cru Les Duresses 2008,Bouchard P\xe8re & Fils,Bourgogne,France,4.1,44.0,2008.0
8811,8811,Cabernet Sauvignon 2010,Cape Mentelle,Margaret River,Australia,4.1,51.71,2010.0
8812,8812,Napa Valley Cabernet\xa0Sauvignon 2012,Convexity,Napa Valley,United States,4.1,47.98,2012.0
8813,8813,Barbaresco Bricco Asili 2006,Ceretto,Piemonte,Italy,4.1,88.49,2006.0
8814,8814,Domaine De Cigalus Red 2014,G\xe9rard Bertrand,Languedoc-Roussillon,France,4.1,30.0,2014.0
8815,8815,Le C\xe8dre 2004,Ch\xe2teau du Cedre,Cahors,France,4.1,39.93,2004.0
8816,8816,La Reine Des Bois Ch\xe2teauneuf-du-Pape 2003,Domaine de la Mordoree,Ch\xe2teauneuf-du-Pape,France,4.1,96.0,2003.0
8817,8817,Vieilles Vignes Ch\xe2teauneuf-du-Pape 2012,Domaine Chante Cigale,Ch\xe2teauneuf-du-Pape,France,4.0,49.93,2012.0
8818,8818,Les Champeaux Gevrey-Chambertin 1er Cru 2012,Domaine Tortochot,Bourgogne,France,4.1,59.93,2012.0
8819,8819,Clos Syrah L\xe9one 2003,Peyre Rose,Languedoc,France,4.1,80.3,2003.0
8820,8820,Right Bank 2010,"[u""Anderson's Conn Valley Vineyards""]",St. Helena,United States,4.1,59.98,2010.0
8821,8821,Fiore 2007,Castello di Meleto,Chianti,Italy,4.1,26.0,2007.0
8822,8822,"Big, fat & gutsy 2014",Arakoon Wines,Fleurieu,Australia,4.1,40.78,2014.0
8823,8823,Eneo Toscana 2012,Montepeloso,Toscana,Italy,4.1,39.98,2012.0
8824,8824,Pinot Noir Santa Lucia Highlands 2014,Siduri,California,United States,4.0,36.98,2014.0
8825,8825,Pomerol 2006,Ch\xe2teau Vieux Maillet,Pomerol,France,4.1,34.94,2006.0
8826,8826,Wild Carignan Reserve 2013,Recanati,Galil,Israel,4.1,56.08,2013.0
8827,8827,Laguna Pinot Noir 2013,Lioco,Mendocino County,United States,4.0,39.98,2013.0
8828,8828,Tierra de Cadiz Tintilla 2012,Vara y Pulgar,Andaluc\xeda,Spain,4.1,23.97,2012.0
8829,8829,Nebbiolo Reserve 2011,Barboursville,Virginia,United States,4.1,33.99,2011.0
8830,8830,Margaux Grand Cru Class\xe9 1995,Ch\xe2teau Ferriere,Margaux,France,4.1,79.97,1995.0
8831,8831,Saint-Julien Grand Cru Class\xe9 1979,Ch\xe2teau Ducru-Beaucaillou,Saint-Julien,France,4.1,134.26,1979.0
8832,8832,Linticlarus Pinot Nero (Pinot Noir) Riserva 2011,Tiefenbrunner,Trentino-Alto Adige,Italy,4.1,31.88,2011.0
8833,8833,Cabernet Sauvignon 2010,De Trafford,Stellenbosch,South Africa,4.1,44.38,2010.0
8834,8834,Malbec Reserve,Altos Las Hormigas,Mendoza,Argentina,3.8,26.88,
8835,8835,Pomerol 2012,Clos Beauregard,Pomerol,France,4.1,42.98,2012.0
8836,8836,"[u""Nero D'Avola Deliella 2012""]",Principi di Butera,Terre Siciliane,Italy,4.1,73.83,2012.0
8837,8837,Mercurey Premier Cru Clos des Barraults 2010,Michel Juillot,Mercurey,France,4.1,99.99,2010.0
8838,8838,Barolo Margheria 2009,Massolino,Piemonte,Italy,4.1,84.98,2009.0
8839,8839,Le C\xe8dre 2004,Ch\xe2teau du Cedre,Cahors,France,4.1,39.93,2004.0
8840,8840,La Reine Des Bois Ch\xe2teauneuf-du-Pape 2003,Domaine de la Mordoree,Ch\xe2teauneuf-du-Pape,France,4.1,96.0,2003.0
8841,8841,Vieilles Vignes Ch\xe2teauneuf-du-Pape 2012,Domaine Chante Cigale,Ch\xe2teauneuf-du-Pape,France,4.0,49.93,2012.0
8842,8842,Les Champeaux Gevrey-Chambertin 1er Cru 2012,Domaine Tortochot,Bourgogne,France,4.1,59.93,2012.0
8843,8843,Clos Syrah L\xe9one 2003,Peyre Rose,Languedoc,France,4.1,80.3,2003.0
8844,8844,Right Bank 2010,"[u""Anderson's Conn Valley Vineyards""]",St. Helena,United States,4.1,59.98,2010.0
8845,8845,Fiore 2007,Castello di Meleto,Chianti,Italy,4.1,26.0,2007.0
8846,8846,"Big, fat & gutsy 2014",Arakoon Wines,Fleurieu,Australia,4.1,40.78,2014.0
8847,8847,Eneo Toscana 2012,Montepeloso,Toscana,Italy,4.1,39.98,2012.0
8848,8848,Pinot Noir Santa Lucia Highlands 2014,Siduri,California,United States,4.0,36.98,2014.0
8849,8849,Pomerol 2006,Ch\xe2teau Vieux Maillet,Pomerol,France,4.1,34.94,2006.0
8850,8850,Wild Carignan Reserve 2013,Recanati,Galil,Israel,4.1,56.08,2013.0
8851,8851,Laguna Pinot Noir 2013,Lioco,Mendocino County,United States,4.0,39.98,2013.0
8852,8852,Tierra de Cadiz Tintilla 2012,Vara y Pulgar,Andaluc\xeda,Spain,4.1,23.97,2012.0
8853,8853,Nebbiolo Reserve 2011,Barboursville,Virginia,United States,4.1,33.99,2011.0
8854,8854,Margaux Grand Cru Class\xe9 1995,Ch\xe2teau Ferriere,Margaux,France,4.1,79.97,1995.0
8855,8855,Saint-Julien Grand Cru Class\xe9 1979,Ch\xe2teau Ducru-Beaucaillou,Saint-Julien,France,4.1,134.26,1979.0
8856,8856,Linticlarus Pinot Nero (Pinot Noir) Riserva 2011,Tiefenbrunner,Trentino-Alto Adige,Italy,4.1,31.88,2011.0
8857,8857,Cabernet Sauvignon 2010,De Trafford,Stellenbosch,South Africa,4.1,44.38,2010.0
8858,8858,Malbec Reserve,Altos Las Hormigas,Mendoza,Argentina,3.8,26.88,
8859,8859,Pomerol 2012,Clos Beauregard,Pomerol,France,4.1,42.98,2012.0
8860,8860,"[u""Nero D'Avola Deliella 2012""]",Principi di Butera,Terre Siciliane,Italy,4.1,73.83,2012.0
8861,8861,Mercurey Premier Cru Clos des Barraults 2010,Michel Juillot,Mercurey,France,4.1,99.99,2010.0
8862,8862,Barolo Margheria 2009,Massolino,Piemonte,Italy,4.1,84.98,2009.0
8863,8863,"[u""La Passion d'Une Vie C\xf4tes du Roussillon 2011""]",Bernard Magrez,Bordeaux,France,4.1,24.99,2011.0
8864,8864,Cabernet Sauvignon Reserve 2010,ZD Wines,Rutherford,United States,4.1,136.98,2010.0
8865,8865,Pinot Noir Cumberland Reserve 2014,Bergstr\xf6m,Willamette Valley,United States,4.2,44.98,2014.0
8866,8866,Pinot Noir Clone 4 2014,Cambria,Santa Maria Valley,United States,4.1,21.68,2014.0
8867,8867,Cabernet Franc Toscana Poggio de\u2019Colli 2012,Piaggia,Carmignano,Italy,4.1,56.08,2012.0
8868,8868,Aglianico Irpinia Blu Onice 2013,Nativ,Campania,Italy,4.1,7.96,2013.0
8869,8869,Ch\xe2teauneuf-du-Pape Vieilles Vignes 2003,Domaine de la Janasse,C\xf4tes du Rh\xf4ne,France,4.1,124.98,2003.0
8870,8870,Cornas 2012,Auguste Clape,Northern Rh\xf4ne,France,4.1,129.48,2012.0
8871,8871,Clos du Marquis Saint-Julien 2012,Ch\xe2teau Leoville Las Cases,Saint-Julien,France,4.0,72.54,2012.0
8872,8872,Barolo Lazzarito 2011,Vietti,Barolo,Italy,4.1,129.98,2011.0
8873,8873,Santa Maria Valley Pinot Noir 2012,Dierberg,Central Coast,United States,4.1,42.99,2012.0
8874,8874,Saint Julien 1988,Ch\xe2teau L\xe9oville Poyferr\xe9,Saint-Julien,France,4.1,170.49,1988.0
8875,8875,Pomerol 1996,Ch\xe2teau Le Bon Pasteur,Pomerol,France,4.1,69.93,1996.0
8876,8876,Sangioveto Di Toscana 2011,Coltibuono,Chianti,Italy,4.1,53.93,2011.0
8877,8877,Lalande De pomerol 2010,Ch\xe2teau Vieux Cardinal Lafaurie,Libournais,France,4.1,24.88,2010.0
8878,8878,Pinot Noir Carter Vineyard 2013,Ken Wright Cellars,Willamette Valley,United States,4.1,49.98,2013.0
8879,8879,Reserve Oregon Pinot Noir 2012,Raptor Ridge,Willamette Valley,United States,4.1,36.87,2012.0
8880,8880,A Mean Red Blend 2012,Two Horns,Lodi,United States,4.1,13.98,2012.0
8881,8881,Cabernet Sauvignon 2012,Chandon,Yountville,United States,4.1,35.59,2012.0
8882,8882,Cru Cabernet Sauvignon 2009,Vineyard 29,St. Helena,United States,4.1,139.93,2009.0
8883,8883,Brunello di Montalcino 2011,Gianni Brunelli,Toscana,Italy,4.1,54.97,2011.0
8884,8884,Rancia Chianti Classico Riserva 1997,F\xe8lsina,Toscana,Italy,4.1,344.99,1997.0
8885,8885,Raccontami Primitivo  Di Manduria 2012,Vespa,Puglia,Italy,4.1,42.98,2012.0
8886,8886,"[u""Devil's Peak 2009""]",Terlato Family Vineyards,Rutherford,United States,4.1,88.48,2009.0
8887,8887,Les Pagodes de Cos Saint-Estephe 2012,"[u""Ch\xe2teau Cos d'Estournel""]",Saint-Est\xe8phe,France,4.1,49.49,2012.0
8888,8888,Les Pagodes de Cos Saint-Estephe 2012,"[u""Ch\xe2teau Cos d'Estournel""]",Saint-Est\xe8phe,France,4.1,49.49,2012.0
8889,8889,Reserve Pinot Noir 2011,Villa Maria,Auckland,New Zealand,4.1,43.48,2011.0
8890,8890,Ch\xe2teauneuf-du-Pape 2005,Domaine Charvin,Ch\xe2teauneuf-du-Pape,France,4.1,64.96,2005.0
8891,8891,Chassagne-Montrachet Vieilles Vigne 2013,Domaine Bernard Moreau et Fils,C\xf4te de Beaune,France,4.1,39.35,2013.0
8892,8892,Rioja Gran Reserva 2005,Marques de Tomares,Rioja,Spain,4.1,27.88,2005.0
8893,8893,Priorat 2006,Gran Clos,Priorat,Spain,4.1,61.96,2006.0
8894,8894,Runaway Red Pinot Noir 2013,Brooks,Willamette Valley,United States,4.1,19.98,2013.0
8895,8895,Nuits-Saint-Georges Premier Cru Clos de la Mar\xe9chale 2004,Jacques-Frederic Mugnier,Bourgogne,France,4.0,128.99,2004.0
8896,8896,Zinfandel Brandlin Vineyard 2012,Peter Franus,Napa Valley,United States,4.1,35.98,2012.0
8897,8897,Gr\xfcner Veltliner 2013,Hirsch,Nahe,Germany,4.1,18.98,2013.0
8898,8898,Cornaline Rouge 2008,Hauvette,Les Baux-de-Provence,France,4.1,39.98,2008.0
8899,8899,Napa Valley Cabernet Sauvignon 2012,Hoopes Vineyard,Yountville,United States,4.2,47.98,2012.0
8900,8900,Elia Palazzesi Brunello di Montalcino 2010,Collelceto,Toscana,Italy,4.1,36.78,2010.0
8901,8901,Tenshen,Tensley,Central Coast,United States,4.0,25.3,
8902,8902,Brunello di Montalcino 2011,La Poderina,Toscana,Italy,4.1,54.47,2011.0
8903,8903,La Cumbre 2012,Errazuriz,Valle de Aconcagua,Chile,4.1,113.19,2012.0
8904,8904,Opus One 1983,Opus One,Oakville,United States,4.1,269.43,1983.0
8905,8905,Casual Encounters 2012,Herman Story,Central Coast,United States,4.1,46.95,2012.0
8906,8906,Aux Perdrix Nuits-Saint-Georges 1er Cru 2012,Domaine des Perdrix,C\xf4te de Nuits,France,4.1,109.99,2012.0
8907,8907,Zinfandel Paso Robles 2014,Paydirt,Paso Robles,United States,4.1,21.18,2014.0
